Date	Date (UTC)	Month	Day	Hour (UTC)	wetweight_g
25.08	1/26/13	1	26	2	3.24E-05
25.12	1/26/13	1	26	3	3.26E-05
25.17	1/26/13	1	26	4	3.27E-05
25.21	1/26/13	1	26	5	3.29E-05
25.25	1/26/13	1	26	6	3.30E-05
25.29	1/26/13	1	26	7	3.32E-05
25.33	1/26/13	1	26	8	3.33E-05
25.37	1/26/13	1	26	9	3.35E-05
25.42	1/26/13	1	26	10	3.36E-05
25.46	1/26/13	1	26	11	3.37E-05
25.5	1/26/13	1	26	12	3.39E-05
25.54	1/26/13	1	26	13	3.40E-05
25.58	1/26/13	1	26	14	3.42E-05
25.62	1/26/13	1	26	15	3.43E-05
25.67	1/26/13	1	26	16	3.45E-05
25.71	1/26/13	1	26	17	3.46E-05
25.75	1/26/13	1	26	18	3.48E-05
25.79	1/26/13	1	26	19	3.49E-05
25.83	1/26/13	1	26	20	3.51E-05
25.87	1/26/13	1	26	21	3.52E-05
25.92	1/26/13	1	26	22	3.54E-05
25.96	1/26/13	1	26	23	3.55E-05
26	1/27/13	1	27	0	3.57E-05
26.04	1/27/13	1	27	1	3.58E-05
26.08	1/27/13	1	27	2	3.60E-05
26.12	1/27/13	1	27	3	3.61E-05
26.17	1/27/13	1	27	4	3.63E-05
26.21	1/27/13	1	27	5	3.64E-05
26.25	1/27/13	1	27	6	3.66E-05
26.29	1/27/13	1	27	7	3.67E-05
26.33	1/27/13	1	27	8	3.69E-05
26.37	1/27/13	1	27	9	3.70E-05
26.42	1/27/13	1	27	10	3.72E-05
26.46	1/27/13	1	27	11	3.73E-05
26.5	1/27/13	1	27	12	3.75E-05
26.54	1/27/13	1	27	13	3.76E-05
26.58	1/27/13	1	27	14	3.78E-05
26.62	1/27/13	1	27	15	3.80E-05
26.67	1/27/13	1	27	16	3.81E-05
26.71	1/27/13	1	27	17	3.83E-05
26.75	1/27/13	1	27	18	3.84E-05
26.79	1/27/13	1	27	19	3.86E-05
26.83	1/27/13	1	27	20	3.87E-05
26.87	1/27/13	1	27	21	3.89E-05
26.92	1/27/13	1	27	22	3.90E-05
26.96	1/27/13	1	27	23	3.92E-05
27	1/28/13	1	28	0	3.94E-05
27.04	1/28/13	1	28	1	3.95E-05
27.08	1/28/13	1	28	2	3.97E-05
27.12	1/28/13	1	28	3	3.98E-05
27.17	1/28/13	1	28	4	4.00E-05
27.21	1/28/13	1	28	5	4.02E-05
27.25	1/28/13	1	28	6	4.03E-05
27.29	1/28/13	1	28	7	4.05E-05
27.33	1/28/13	1	28	8	4.07E-05
27.37	1/28/13	1	28	9	4.08E-05
27.42	1/28/13	1	28	10	4.10E-05
27.46	1/28/13	1	28	11	4.11E-05
27.5	1/28/13	1	28	12	4.13E-05
27.54	1/28/13	1	28	13	4.15E-05
27.58	1/28/13	1	28	14	4.16E-05
27.62	1/28/13	1	28	15	4.18E-05
27.67	1/28/13	1	28	16	4.20E-05
27.71	1/28/13	1	28	17	4.21E-05
27.75	1/28/13	1	28	18	4.23E-05
27.79	1/28/13	1	28	19	4.25E-05
27.83	1/28/13	1	28	20	4.27E-05
27.87	1/28/13	1	28	21	4.28E-05
27.92	1/28/13	1	28	22	4.30E-05
27.96	1/28/13	1	28	23	4.32E-05
28	1/29/13	1	29	0	4.33E-05
28.04	1/29/13	1	29	1	4.35E-05
28.08	1/29/13	1	29	2	4.37E-05
28.12	1/29/13	1	29	3	4.39E-05
28.17	1/29/13	1	29	4	4.41E-05
28.21	1/29/13	1	29	5	4.42E-05
28.25	1/29/13	1	29	6	4.44E-05
28.29	1/29/13	1	29	7	4.46E-05
28.33	1/29/13	1	29	8	4.48E-05
28.37	1/29/13	1	29	9	4.50E-05
28.42	1/29/13	1	29	10	4.51E-05
28.46	1/29/13	1	29	11	4.53E-05
28.5	1/29/13	1	29	12	4.55E-05
28.54	1/29/13	1	29	13	4.57E-05
28.58	1/29/13	1	29	14	4.59E-05
28.62	1/29/13	1	29	15	4.61E-05
28.67	1/29/13	1	29	16	4.62E-05
28.71	1/29/13	1	29	17	4.64E-05
28.75	1/29/13	1	29	18	4.66E-05
28.79	1/29/13	1	29	19	4.68E-05
28.83	1/29/13	1	29	20	4.70E-05
28.87	1/29/13	1	29	21	4.72E-05
28.92	1/29/13	1	29	22	4.74E-05
28.96	1/29/13	1	29	23	4.76E-05
29	1/30/13	1	30	0	4.78E-05
29.04	1/30/13	1	30	1	4.80E-05
29.08	1/30/13	1	30	2	4.82E-05
29.12	1/30/13	1	30	3	4.84E-05
29.17	1/30/13	1	30	4	4.86E-05
29.21	1/30/13	1	30	5	4.88E-05
29.25	1/30/13	1	30	6	4.90E-05
29.29	1/30/13	1	30	7	4.92E-05
29.33	1/30/13	1	30	8	4.94E-05
29.37	1/30/13	1	30	9	4.96E-05
29.42	1/30/13	1	30	10	4.98E-05
29.46	1/30/13	1	30	11	5.00E-05
29.5	1/30/13	1	30	12	5.03E-05
29.54	1/30/13	1	30	13	5.05E-05
29.58	1/30/13	1	30	14	5.07E-05
29.62	1/30/13	1	30	15	5.09E-05
29.67	1/30/13	1	30	16	5.11E-05
29.71	1/30/13	1	30	17	5.13E-05
29.75	1/30/13	1	30	18	5.15E-05
29.79	1/30/13	1	30	19	5.18E-05
29.83	1/30/13	1	30	20	5.20E-05
29.87	1/30/13	1	30	21	5.22E-05
29.92	1/30/13	1	30	22	5.24E-05
29.96	1/30/13	1	30	23	5.26E-05
30	1/31/13	1	31	0	5.29E-05
30.04	1/31/13	1	31	1	5.31E-05
30.08	1/31/13	1	31	2	5.33E-05
30.12	1/31/13	1	31	3	5.35E-05
30.17	1/31/13	1	31	4	5.38E-05
30.21	1/31/13	1	31	5	5.40E-05
30.25	1/31/13	1	31	6	5.42E-05
30.29	1/31/13	1	31	7	5.44E-05
30.33	1/31/13	1	31	8	5.47E-05
30.37	1/31/13	1	31	9	5.49E-05
30.42	1/31/13	1	31	10	5.51E-05
30.46	1/31/13	1	31	11	5.54E-05
30.5	1/31/13	1	31	12	5.56E-05
30.54	1/31/13	1	31	13	5.58E-05
30.58	1/31/13	1	31	14	5.61E-05
30.62	1/31/13	1	31	15	5.63E-05
30.67	1/31/13	1	31	16	5.65E-05
30.71	1/31/13	1	31	17	5.68E-05
30.75	1/31/13	1	31	18	5.70E-05
30.79	1/31/13	1	31	19	5.72E-05
30.83	1/31/13	1	31	20	5.75E-05
30.87	1/31/13	1	31	21	5.77E-05
30.92	1/31/13	1	31	22	5.79E-05
30.96	1/31/13	1	31	23	5.82E-05
31	2/1/13	2	1	0	5.84E-05
31.04	2/1/13	2	1	1	5.87E-05
31.08	2/1/13	2	1	2	5.89E-05
31.12	2/1/13	2	1	3	5.91E-05
31.17	2/1/13	2	1	4	5.94E-05
31.21	2/1/13	2	1	5	5.96E-05
31.25	2/1/13	2	1	6	5.99E-05
31.29	2/1/13	2	1	7	6.01E-05
31.33	2/1/13	2	1	8	6.04E-05
31.37	2/1/13	2	1	9	6.06E-05
31.42	2/1/13	2	1	10	6.09E-05
31.46	2/1/13	2	1	11	6.11E-05
31.5	2/1/13	2	1	12	6.14E-05
31.54	2/1/13	2	1	13	6.16E-05
31.58	2/1/13	2	1	14	6.19E-05
31.62	2/1/13	2	1	15	6.21E-05
31.67	2/1/13	2	1	16	6.24E-05
31.71	2/1/13	2	1	17	6.26E-05
31.75	2/1/13	2	1	18	6.29E-05
31.79	2/1/13	2	1	19	6.31E-05
31.83	2/1/13	2	1	20	6.34E-05
31.87	2/1/13	2	1	21	6.36E-05
31.92	2/1/13	2	1	22	6.39E-05
31.96	2/1/13	2	1	23	6.42E-05
32	2/2/13	2	2	0	6.44E-05
32.04	2/2/13	2	2	1	6.47E-05
32.08	2/2/13	2	2	2	6.49E-05
32.12	2/2/13	2	2	3	6.52E-05
32.17	2/2/13	2	2	4	6.55E-05
32.21	2/2/13	2	2	5	6.57E-05
32.25	2/2/13	2	2	6	6.60E-05
32.29	2/2/13	2	2	7	6.62E-05
32.33	2/2/13	2	2	8	6.65E-05
32.37	2/2/13	2	2	9	6.68E-05
32.42	2/2/13	2	2	10	6.70E-05
32.46	2/2/13	2	2	11	6.73E-05
32.5	2/2/13	2	2	12	6.76E-05
32.54	2/2/13	2	2	13	6.78E-05
32.58	2/2/13	2	2	14	6.81E-05
32.62	2/2/13	2	2	15	6.84E-05
32.67	2/2/13	2	2	16	6.87E-05
32.71	2/2/13	2	2	17	6.89E-05
32.75	2/2/13	2	2	18	6.92E-05
32.79	2/2/13	2	2	19	6.95E-05
32.83	2/2/13	2	2	20	6.97E-05
32.87	2/2/13	2	2	21	7.00E-05
32.92	2/2/13	2	2	22	7.03E-05
32.96	2/2/13	2	2	23	7.06E-05
33	2/3/13	2	3	0	7.09E-05
33.04	2/3/13	2	3	1	7.11E-05
33.08	2/3/13	2	3	2	7.14E-05
33.12	2/3/13	2	3	3	7.17E-05
33.17	2/3/13	2	3	4	7.20E-05
33.21	2/3/13	2	3	5	7.22E-05
33.25	2/3/13	2	3	6	7.25E-05
33.29	2/3/13	2	3	7	7.28E-05
33.33	2/3/13	2	3	8	7.31E-05
33.37	2/3/13	2	3	9	7.34E-05
33.42	2/3/13	2	3	10	7.37E-05
33.46	2/3/13	2	3	11	7.39E-05
33.5	2/3/13	2	3	12	7.42E-05
33.54	2/3/13	2	3	13	7.45E-05
33.58	2/3/13	2	3	14	7.48E-05
33.62	2/3/13	2	3	15	7.51E-05
33.67	2/3/13	2	3	16	7.54E-05
33.71	2/3/13	2	3	17	7.57E-05
33.75	2/3/13	2	3	18	7.60E-05
33.79	2/3/13	2	3	19	7.63E-05
33.83	2/3/13	2	3	20	7.66E-05
33.87	2/3/13	2	3	21	7.69E-05
33.92	2/3/13	2	3	22	7.71E-05
33.96	2/3/13	2	3	23	7.74E-05
34	2/4/13	2	4	0	7.77E-05
34.04	2/4/13	2	4	1	7.80E-05
34.08	2/4/13	2	4	2	7.83E-05
34.12	2/4/13	2	4	3	7.86E-05
34.17	2/4/13	2	4	4	7.89E-05
34.21	2/4/13	2	4	5	7.92E-05
34.25	2/4/13	2	4	6	7.95E-05
34.29	2/4/13	2	4	7	7.98E-05
34.33	2/4/13	2	4	8	8.01E-05
34.37	2/4/13	2	4	9	8.04E-05
34.42	2/4/13	2	4	10	8.07E-05
34.46	2/4/13	2	4	11	8.10E-05
34.5	2/4/13	2	4	12	8.14E-05
34.54	2/4/13	2	4	13	8.17E-05
34.58	2/4/13	2	4	14	8.20E-05
34.62	2/4/13	2	4	15	8.23E-05
34.67	2/4/13	2	4	16	8.26E-05
34.71	2/4/13	2	4	17	8.29E-05
34.75	2/4/13	2	4	18	8.32E-05
34.79	2/4/13	2	4	19	8.35E-05
34.83	2/4/13	2	4	20	8.38E-05
34.87	2/4/13	2	4	21	8.41E-05
34.92	2/4/13	2	4	22	8.45E-05
34.96	2/4/13	2	4	23	8.48E-05
35	2/5/13	2	5	0	8.51E-05
35.04	2/5/13	2	5	1	8.54E-05
35.08	2/5/13	2	5	2	8.57E-05
35.12	2/5/13	2	5	3	8.60E-05
35.17	2/5/13	2	5	4	8.64E-05
35.21	2/5/13	2	5	5	8.67E-05
35.25	2/5/13	2	5	6	8.70E-05
35.29	2/5/13	2	5	7	8.73E-05
35.33	2/5/13	2	5	8	8.76E-05
35.37	2/5/13	2	5	9	8.80E-05
35.42	2/5/13	2	5	10	8.83E-05
35.46	2/5/13	2	5	11	8.86E-05
35.5	2/5/13	2	5	12	8.89E-05
35.54	2/5/13	2	5	13	8.93E-05
35.58	2/5/13	2	5	14	8.96E-05
35.62	2/5/13	2	5	15	8.99E-05
35.67	2/5/13	2	5	16	9.02E-05
35.71	2/5/13	2	5	17	9.06E-05
35.75	2/5/13	2	5	18	9.09E-05
35.79	2/5/13	2	5	19	9.12E-05
35.83	2/5/13	2	5	20	9.16E-05
35.87	2/5/13	2	5	21	9.19E-05
35.92	2/5/13	2	5	22	9.22E-05
35.96	2/5/13	2	5	23	9.26E-05
36	2/6/13	2	6	0	9.29E-05
36.04	2/6/13	2	6	1	9.32E-05
36.08	2/6/13	2	6	2	9.36E-05
36.12	2/6/13	2	6	3	9.39E-05
36.17	2/6/13	2	6	4	9.43E-05
36.21	2/6/13	2	6	5	9.46E-05
36.25	2/6/13	2	6	6	9.49E-05
36.29	2/6/13	2	6	7	9.53E-05
36.33	2/6/13	2	6	8	9.56E-05
36.37	2/6/13	2	6	9	9.60E-05
36.42	2/6/13	2	6	10	9.63E-05
36.46	2/6/13	2	6	11	9.67E-05
36.5	2/6/13	2	6	12	9.70E-05
36.54	2/6/13	2	6	13	9.74E-05
36.58	2/6/13	2	6	14	9.77E-05
36.62	2/6/13	2	6	15	9.81E-05
36.67	2/6/13	2	6	16	9.84E-05
36.71	2/6/13	2	6	17	9.88E-05
36.75	2/6/13	2	6	18	9.91E-05
36.79	2/6/13	2	6	19	9.95E-05
36.83	2/6/13	2	6	20	9.98E-05
36.87	2/6/13	2	6	21	0.000100169
36.92	2/6/13	2	6	22	0.000100524
36.96	2/6/13	2	6	23	0.00010088
37	2/7/13	2	7	0	0.000101237
37.04	2/7/13	2	7	1	0.000101595
37.08	2/7/13	2	7	2	0.000101954
37.12	2/7/13	2	7	3	0.000102314
37.17	2/7/13	2	7	4	0.000102674
37.21	2/7/13	2	7	5	0.000103036
37.25	2/7/13	2	7	6	0.000103398
37.29	2/7/13	2	7	7	0.000103761
37.33	2/7/13	2	7	8	0.000104125
37.37	2/7/13	2	7	9	0.00010449
37.42	2/7/13	2	7	10	0.000104855
37.46	2/7/13	2	7	11	0.000105222
37.5	2/7/13	2	7	12	0.000105589
37.54	2/7/13	2	7	13	0.000105958
37.58	2/7/13	2	7	14	0.000106327
37.62	2/7/13	2	7	15	0.000106697
37.67	2/7/13	2	7	16	0.000107068
37.71	2/7/13	2	7	17	0.000107439
37.75	2/7/13	2	7	18	0.000107812
37.79	2/7/13	2	7	19	0.000108185
37.83	2/7/13	2	7	20	0.000108559
37.87	2/7/13	2	7	21	0.000108934
37.92	2/7/13	2	7	22	0.00010931
37.96	2/7/13	2	7	23	0.000109687
38	2/8/13	2	8	0	0.000110064
38.04	2/8/13	2	8	1	0.000110442
38.08	2/8/13	2	8	2	0.000110821
38.12	2/8/13	2	8	3	0.000111201
38.17	2/8/13	2	8	4	0.000111582
38.21	2/8/13	2	8	5	0.000111963
38.25	2/8/13	2	8	6	0.000112345
38.29	2/8/13	2	8	7	0.000112728
38.33	2/8/13	2	8	8	0.000113112
38.37	2/8/13	2	8	9	0.000113496
38.42	2/8/13	2	8	10	0.000113881
38.46	2/8/13	2	8	11	0.000114267
38.5	2/8/13	2	8	12	0.000114654
38.54	2/8/13	2	8	13	0.000115041
38.58	2/8/13	2	8	14	0.00011543
38.62	2/8/13	2	8	15	0.000115818
38.67	2/8/13	2	8	16	0.000116208
38.71	2/8/13	2	8	17	0.000116598
38.75	2/8/13	2	8	18	0.000116989
38.79	2/8/13	2	8	19	0.000117381
38.83	2/8/13	2	8	20	0.000117773
38.87	2/8/13	2	8	21	0.000118166
38.92	2/8/13	2	8	22	0.000118559
38.96	2/8/13	2	8	23	0.000118954
39	2/9/13	2	9	0	0.000119349
39.04	2/9/13	2	9	1	0.000119744
39.08	2/9/13	2	9	2	0.00012014
39.12	2/9/13	2	9	3	0.000120537
39.17	2/9/13	2	9	4	0.000120934
39.21	2/9/13	2	9	5	0.000121326
39.25	2/9/13	2	9	6	0.000121716
39.29	2/9/13	2	9	7	0.000122102
39.33	2/9/13	2	9	8	0.000122486
39.37	2/9/13	2	9	9	0.000122869
39.42	2/9/13	2	9	10	0.000123251
39.46	2/9/13	2	9	11	0.000123632
39.5	2/9/13	2	9	12	0.000124013
39.54	2/9/13	2	9	13	0.000124395
39.58	2/9/13	2	9	14	0.000124778
39.62	2/9/13	2	9	15	0.000125163
39.67	2/9/13	2	9	16	0.000125549
39.71	2/9/13	2	9	17	0.000125937
39.75	2/9/13	2	9	18	0.000126327
39.79	2/9/13	2	9	19	0.00012672
39.83	2/9/13	2	9	20	0.000127116
39.87	2/9/13	2	9	21	0.000127514
39.92	2/9/13	2	9	22	0.000127915
39.96	2/9/13	2	9	23	0.000128319
40	2/10/13	2	10	0	0.000128725
40.04	2/10/13	2	10	1	0.000129134
40.08	2/10/13	2	10	2	0.000129546
40.12	2/10/13	2	10	3	0.00012996
40.17	2/10/13	2	10	4	0.000130376
40.21	2/10/13	2	10	5	0.000130795
40.25	2/10/13	2	10	6	0.000131215
40.29	2/10/13	2	10	7	0.000131636
40.33	2/10/13	2	10	8	0.000132058
40.37	2/10/13	2	10	9	0.000132481
40.42	2/10/13	2	10	10	0.000132903
40.46	2/10/13	2	10	11	0.000133325
40.5	2/10/13	2	10	12	0.000133746
40.54	2/10/13	2	10	13	0.000134166
40.58	2/10/13	2	10	14	0.000134583
40.62	2/10/13	2	10	15	0.000134996
40.67	2/10/13	2	10	16	0.000135407
40.71	2/10/13	2	10	17	0.000135812
40.75	2/10/13	2	10	18	0.000136212
40.79	2/10/13	2	10	19	0.000136606
40.83	2/10/13	2	10	20	0.000136992
40.87	2/10/13	2	10	21	0.00013737
40.92	2/10/13	2	10	22	0.000137739
40.96	2/10/13	2	10	23	0.000138098
41	2/11/13	2	11	0	0.000138445
41.04	2/11/13	2	11	1	0.000138779
41.08	2/11/13	2	11	2	0.0001391
41.12	2/11/13	2	11	3	0.000139406
41.17	2/11/13	2	11	4	0.000139695
41.21	2/11/13	2	11	5	0.000139967
41.25	2/11/13	2	11	6	0.000140219
41.29	2/11/13	2	11	7	0.000140452
41.33	2/11/13	2	11	8	0.000140662
41.37	2/11/13	2	11	9	0.000140849
41.42	2/11/13	2	11	10	0.00014101
41.46	2/11/13	2	11	11	0.000141145
41.5	2/11/13	2	11	12	0.000141252
41.54	2/11/13	2	11	13	0.000141329
41.58	2/11/13	2	11	14	0.000141374
41.62	2/11/13	2	11	15	0.000141407
41.67	2/11/13	2	11	16	0.000141454
41.71	2/11/13	2	11	17	0.000141516
41.75	2/11/13	2	11	18	0.000141593
41.79	2/11/13	2	11	19	0.000141684
41.83	2/11/13	2	11	20	0.000141789
41.87	2/11/13	2	11	21	0.000141908
41.92	2/11/13	2	11	22	0.000142041
41.96	2/11/13	2	11	23	0.000142188
42	2/12/13	2	12	0	0.000142347
42.04	2/12/13	2	12	1	0.00014252
42.08	2/12/13	2	12	2	0.000142706
42.12	2/12/13	2	12	3	0.000142905
42.17	2/12/13	2	12	4	0.000143116
42.21	2/12/13	2	12	5	0.00014334
42.25	2/12/13	2	12	6	0.000143575
42.29	2/12/13	2	12	7	0.000143822
42.33	2/12/13	2	12	8	0.000144081
42.37	2/12/13	2	12	9	0.000144352
42.42	2/12/13	2	12	10	0.000144633
42.46	2/12/13	2	12	11	0.000144926
42.5	2/12/13	2	12	12	0.000145229
42.54	2/12/13	2	12	13	0.000145542
42.58	2/12/13	2	12	14	0.000145866
42.62	2/12/13	2	12	15	0.0001462
42.67	2/12/13	2	12	16	0.000146544
42.71	2/12/13	2	12	17	0.000146897
42.75	2/12/13	2	12	18	0.000147259
42.79	2/12/13	2	12	19	0.000147631
42.83	2/12/13	2	12	20	0.000148011
42.87	2/12/13	2	12	21	0.0001484
42.92	2/12/13	2	12	22	0.000148797
42.96	2/12/13	2	12	23	0.000149202
43	2/13/13	2	13	0	0.000149614
43.04	2/13/13	2	13	1	0.000150035
43.08	2/13/13	2	13	2	0.000150462
43.12	2/13/13	2	13	3	0.000150897
43.17	2/13/13	2	13	4	0.000151338
43.21	2/13/13	2	13	5	0.000151785
43.25	2/13/13	2	13	6	0.000152239
43.29	2/13/13	2	13	7	0.000152699
43.33	2/13/13	2	13	8	0.000153165
43.37	2/13/13	2	13	9	0.000153635
43.42	2/13/13	2	13	10	0.000154111
43.46	2/13/13	2	13	11	0.000154592
43.5	2/13/13	2	13	12	0.000155077
43.54	2/13/13	2	13	13	0.000155567
43.58	2/13/13	2	13	14	0.00015606
43.62	2/13/13	2	13	15	0.000156557
43.67	2/13/13	2	13	16	0.000157058
43.71	2/13/13	2	13	17	0.000157562
43.75	2/13/13	2	13	18	0.000158068
43.79	2/13/13	2	13	19	0.000158577
43.83	2/13/13	2	13	20	0.000159088
43.87	2/13/13	2	13	21	0.000159602
43.92	2/13/13	2	13	22	0.000160116
43.96	2/13/13	2	13	23	0.000160633
44	2/14/13	2	14	0	0.00016115
44.04	2/14/13	2	14	1	0.000161668
44.08	2/14/13	2	14	2	0.000162187
44.12	2/14/13	2	14	3	0.000162709
44.17	2/14/13	2	14	4	0.000163232
44.21	2/14/13	2	14	5	0.000163756
44.25	2/14/13	2	14	6	0.000164283
44.29	2/14/13	2	14	7	0.000164811
44.33	2/14/13	2	14	8	0.000165341
44.37	2/14/13	2	14	9	0.000165873
44.42	2/14/13	2	14	10	0.000166406
44.46	2/14/13	2	14	11	0.000166941
44.5	2/14/13	2	14	12	0.000167478
44.54	2/14/13	2	14	13	0.000168016
44.58	2/14/13	2	14	14	0.000168556
44.62	2/14/13	2	14	15	0.000169098
44.67	2/14/13	2	14	16	0.000169641
44.71	2/14/13	2	14	17	0.000170186
44.75	2/14/13	2	14	18	0.000170732
44.79	2/14/13	2	14	19	0.00017128
44.83	2/14/13	2	14	20	0.00017183
44.87	2/14/13	2	14	21	0.000172381
44.92	2/14/13	2	14	22	0.000172934
44.96	2/14/13	2	14	23	0.000173488
45	2/15/13	2	15	0	0.000174043
45.04	2/15/13	2	15	1	0.000174601
45.08	2/15/13	2	15	2	0.000175159
45.12	2/15/13	2	15	3	0.000175719
45.17	2/15/13	2	15	4	0.000176281
45.21	2/15/13	2	15	5	0.000176844
45.25	2/15/13	2	15	6	0.000177409
45.29	2/15/13	2	15	7	0.000177975
45.33	2/15/13	2	15	8	0.000178542
45.37	2/15/13	2	15	9	0.000179111
45.42	2/15/13	2	15	10	0.000179682
45.46	2/15/13	2	15	11	0.000180254
45.5	2/15/13	2	15	12	0.000180827
45.54	2/15/13	2	15	13	0.000181401
45.58	2/15/13	2	15	14	0.000181977
45.62	2/15/13	2	15	15	0.000182555
45.67	2/15/13	2	15	16	0.000183134
45.71	2/15/13	2	15	17	0.000183714
45.75	2/15/13	2	15	18	0.000184295
45.79	2/15/13	2	15	19	0.000184878
45.83	2/15/13	2	15	20	0.000185463
45.87	2/15/13	2	15	21	0.000186048
45.92	2/15/13	2	15	22	0.000186635
45.96	2/15/13	2	15	23	0.000187223
46	2/16/13	2	16	0	0.000187813
46.04	2/16/13	2	16	1	0.000188404
46.08	2/16/13	2	16	2	0.000188996
46.12	2/16/13	2	16	3	0.00018959
46.17	2/16/13	2	16	4	0.000190185
46.21	2/16/13	2	16	5	0.000190781
46.25	2/16/13	2	16	6	0.000191379
46.29	2/16/13	2	16	7	0.000191978
46.33	2/16/13	2	16	8	0.000192578
46.37	2/16/13	2	16	9	0.000193179
46.42	2/16/13	2	16	10	0.000193782
46.46	2/16/13	2	16	11	0.000194386
46.5	2/16/13	2	16	12	0.000194992
46.54	2/16/13	2	16	13	0.000195599
46.58	2/16/13	2	16	14	0.000196207
46.62	2/16/13	2	16	15	0.000196817
46.67	2/16/13	2	16	16	0.000197428
46.71	2/16/13	2	16	17	0.00019804
46.75	2/16/13	2	16	18	0.000198654
46.79	2/16/13	2	16	19	0.000199269
46.83	2/16/13	2	16	20	0.000199885
46.87	2/16/13	2	16	21	0.000200503
46.92	2/16/13	2	16	22	0.000201122
46.96	2/16/13	2	16	23	0.000201743
47	2/17/13	2	17	0	0.000202365
47.04	2/17/13	2	17	1	0.000202988
47.08	2/17/13	2	17	2	0.000203613
47.12	2/17/13	2	17	3	0.000204239
47.17	2/17/13	2	17	4	0.000204866
47.21	2/17/13	2	17	5	0.000205495
47.25	2/17/13	2	17	6	0.000206125
47.29	2/17/13	2	17	7	0.000206756
47.33	2/17/13	2	17	8	0.000207389
47.37	2/17/13	2	17	9	0.000208023
47.42	2/17/13	2	17	10	0.000208658
47.46	2/17/13	2	17	11	0.000209295
47.5	2/17/13	2	17	12	0.000209933
47.54	2/17/13	2	17	13	0.000210573
47.58	2/17/13	2	17	14	0.000211214
47.62	2/17/13	2	17	15	0.000211856
47.67	2/17/13	2	17	16	0.0002125
47.71	2/17/13	2	17	17	0.000213145
47.75	2/17/13	2	17	18	0.000213791
47.79	2/17/13	2	17	19	0.000214439
47.83	2/17/13	2	17	20	0.000215088
47.87	2/17/13	2	17	21	0.000215738
47.92	2/17/13	2	17	22	0.00021639
47.96	2/17/13	2	17	23	0.000217043
48	2/18/13	2	18	0	0.000217698
48.04	2/18/13	2	18	1	0.000218354
48.08	2/18/13	2	18	2	0.000219011
48.12	2/18/13	2	18	3	0.00021967
48.17	2/18/13	2	18	4	0.00022033
48.21	2/18/13	2	18	5	0.000220991
48.25	2/18/13	2	18	6	0.000221654
48.29	2/18/13	2	18	7	0.000222318
48.33	2/18/13	2	18	8	0.000222984
48.37	2/18/13	2	18	9	0.000223651
48.42	2/18/13	2	18	10	0.000224319
48.46	2/18/13	2	18	11	0.000224989
48.5	2/18/13	2	18	12	0.00022566
48.54	2/18/13	2	18	13	0.000226332
48.58	2/18/13	2	18	14	0.000227006
48.62	2/18/13	2	18	15	0.000227681
48.67	2/18/13	2	18	16	0.000228358
48.71	2/18/13	2	18	17	0.000229036
48.75	2/18/13	2	18	18	0.000229715
48.79	2/18/13	2	18	19	0.000230396
48.83	2/18/13	2	18	20	0.000231078
48.87	2/18/13	2	18	21	0.000231761
48.92	2/18/13	2	18	22	0.000232446
48.96	2/18/13	2	18	23	0.000233133
49	2/19/13	2	19	0	0.00023382
49.04	2/19/13	2	19	1	0.000234509
49.08	2/19/13	2	19	2	0.0002352
49.12	2/19/13	2	19	3	0.000235892
49.17	2/19/13	2	19	4	0.000236585
49.21	2/19/13	2	19	5	0.000237279
49.25	2/19/13	2	19	6	0.000237975
49.29	2/19/13	2	19	7	0.000238673
49.33	2/19/13	2	19	8	0.000239372
49.37	2/19/13	2	19	9	0.000240072
49.42	2/19/13	2	19	10	0.000240773
49.46	2/19/13	2	19	11	0.000241476
49.5	2/19/13	2	19	12	0.000242181
49.54	2/19/13	2	19	13	0.000242887
49.58	2/19/13	2	19	14	0.000243594
49.62	2/19/13	2	19	15	0.000244303
49.67	2/19/13	2	19	16	0.000245013
49.71	2/19/13	2	19	17	0.000245724
49.75	2/19/13	2	19	18	0.000246437
49.79	2/19/13	2	19	19	0.000247151
49.83	2/19/13	2	19	20	0.000247867
49.87	2/19/13	2	19	21	0.000248584
49.92	2/19/13	2	19	22	0.000249303
49.96	2/19/13	2	19	23	0.000250023
50	2/20/13	2	20	0	0.000250744
50.04	2/20/13	2	20	1	0.000251467
50.08	2/20/13	2	20	2	0.000252191
50.12	2/20/13	2	20	3	0.000252917
50.17	2/20/13	2	20	4	0.000253644
50.21	2/20/13	2	20	5	0.000254373
50.25	2/20/13	2	20	6	0.000255103
50.29	2/20/13	2	20	7	0.000255834
50.33	2/20/13	2	20	8	0.000256567
50.37	2/20/13	2	20	9	0.000257301
50.42	2/20/13	2	20	10	0.000258037
50.46	2/20/13	2	20	11	0.000258774
50.5	2/20/13	2	20	12	0.000259513
50.54	2/20/13	2	20	13	0.000260253
50.58	2/20/13	2	20	14	0.000260994
50.62	2/20/13	2	20	15	0.000261737
50.67	2/20/13	2	20	16	0.000262482
50.71	2/20/13	2	20	17	0.000263228
50.75	2/20/13	2	20	18	0.000263975
50.79	2/20/13	2	20	19	0.000264724
50.83	2/20/13	2	20	20	0.000265474
50.87	2/20/13	2	20	21	0.000266226
50.92	2/20/13	2	20	22	0.000266979
50.96	2/20/13	2	20	23	0.000267734
51	2/21/13	2	21	0	0.00026849
51.04	2/21/13	2	21	1	0.000269247
